ticket_id,customer_id,created_at,channel,language,subject,description,status,sla_breached
TKT-20335,C-38057,2026-06-14T15:52:00,phone,fr,Problème d'abonnement,J'ai été facturé 350€ alors que le total était de 139€. Merci d'examiner et de rembourser.,solved,false
TKT-20336,C-24350,2026-07-04T14:25:00,phone,fr,Édition en masse du stock,Ce serait super d'ajouter ça — ça nous ferait gagner plusieurs heures par semaine. Prêt pour la bêta.,pending,false
TKT-20337,C-41988,2026-06-12T18:13:00,phone,en,Cannot reset password,I'm locked out and the password reset email never arrives. Tried multiple times. Very frustrated.,pending,false
TKT-20338,C-27173,2026-07-20T19:49:00,in_app,fr,Mauvais article livré,Ma commande #62553 devait arriver le 2026-07-20 mais a maintenant 8 jours de retard. Toujours 'en transit'.,solved,false
TKT-20339,C-28195,2026-06-29T14:06:00,phone,en,Delete my account,I'm locked out and the password reset email never arrives. Tried multiple times. Very frustrated.,solved,false
TKT-20340,C-32804,2026-07-12T10:19:00,email,en,Invoice not received,I was charged 392 but my order total was 231. Please investigate and refund the difference.,pending,false
TKT-20341,C-19683,2026-06-12T20:59:00,in_app,en,Payment fails on mobile,When I click checkout the spinner spins forever and nothing happens on Chrome/Safari. Console shows a 500 error.,solved,false
TKT-20342,C-28921,2026-07-31T10:42:00,email,en,Merge two accounts,I'm locked out and the password reset email never arrives. Tried multiple times. Very frustrated.,open,false
TKT-20343,C-25391,2026-07-11T16:29:00,email,en,Package delayed,My order #90540 was supposed to arrive on 2026-07-20 but it's now 2 days late. Status still says 'in transit'.,open,false
TKT-20344,C-49647,2026-06-18T18:50:00,chat,fr,Demande de remboursement,J'ai été facturé 232€ alors que le total était de 293€. Merci d'examiner et de rembourser.,pending,false
TKT-20345,C-40248,2026-06-08T19:49:00,chat,fr,Suivi bloqué,Ma commande #80820 devait arriver le 2026-07-20 mais a maintenant 2 jours de retard. Toujours 'en transit'.,pending,false
TKT-20346,C-17907,2026-06-16T14:17:00,in_app,en,Delete my account,I'm locked out and the password reset email never arrives. Tried multiple times. Very frustrated.,solved,false
TKT-20347,C-13161,2026-06-08T18:10:00,chat,en,Checkout button broken,When I click checkout the spinner spins forever and nothing happens on Chrome/Safari. Console shows a 500 error.,solved,false
TKT-20348,C-49807,2026-08-01T14:25:00,email,en,Delete my account,I'm locked out and the password reset email never arrives. Tried multiple times. Very frustrated.,solved,false
TKT-20349,C-32799,2026-06-14T19:22:00,in_app,en,Invoice not received,I was charged 114 but my order total was 280. Please investigate and refund the difference.,open,true
TKT-20350,C-26345,2026-06-24T10:35:00,chat,fr,Demande de partenariat,Je vous contacte — pas urgent. Je voulais partager un retour sur la dernière mise à jour.,pending,false
TKT-20351,C-13566,2026-07-03T17:24:00,chat,fr,Demande de remboursement,J'ai été facturé 365€ alors que le total était de 258€. Merci d'examiner et de rembourser.,solved,false
TKT-20352,C-35793,2026-06-04T12:42:00,chat,en,Delete my account,I'm locked out and the password reset email never arrives. Tried multiple times. Very frustrated.,pending,false
TKT-20353,C-23921,2026-06-29T13:10:00,chat,en,Wrong amount charged,I was charged 349 but my order total was 183. Please investigate and refund the difference.,open,false
TKT-20354,C-36467,2026-07-11T16:56:00,in_app,en,Wrong amount charged,I was charged 234 but my order total was 173. Please investigate and refund the difference.,solved,false
TKT-20355,C-48975,2026-06-20T08:46:00,phone,en,Wrong amount charged,I was charged 68 but my order total was 87. Please investigate and refund the difference.,solved,true
TKT-20356,C-48307,2026-06-22T15:26:00,chat,fr,Paiement échoue sur mobile,Quand je clique sur payer le loader tourne indéfiniment sur Chrome/Safari. Erreur 500 dans la console.,solved,false
TKT-20357,C-11644,2026-07-16T10:22:00,phone,en,Invoice not received,I was charged 104 but my order total was 70. Please investigate and refund the difference.,pending,false
TKT-20358,C-35186,2026-07-22T11:41:00,phone,fr,Mode sombre svp,Ce serait super d'ajouter ça — ça nous ferait gagner plusieurs heures par semaine. Prêt pour la bêta.,open,false
TKT-20359,C-44244,2026-07-05T09:16:00,email,en,Two-factor auth problem,I'm locked out and the password reset email never arrives. Tried multiple times. Very frustrated.,open,false
TKT-20360,C-27554,2026-06-19T15:19:00,email,fr,Problème 2FA,Je suis bloqué et l'email de réinitialisation n'arrive jamais. J'ai essayé plusieurs fois. Très frustré.,solved,false
TKT-20361,C-15100,2026-06-18T13:47:00,email,en,Two-factor auth problem,I'm locked out and the password reset email never arrives. Tried multiple times. Very frustrated.,pending,false
TKT-20362,C-46930,2026-06-13T16:23:00,chat,en,Add CSV export,Would love to see this added — it would save our team several hours per week. Happy to beta test.,open,false
TKT-20363,C-41546,2026-07-12T20:16:00,email,fr,Mauvais article livré,Ma commande #54909 devait arriver le 2026-07-20 mais a maintenant 3 jours de retard. Toujours 'en transit'.,open,false
TKT-20364,C-48726,2026-06-17T18:05:00,email,en,Two-factor auth problem,I'm locked out and the password reset email never arrives. Tried multiple times. Very frustrated.,solved,false
TKT-20365,C-32657,2026-07-04T16:23:00,phone,fr,Ajouter l'export CSV,Ce serait super d'ajouter ça — ça nous ferait gagner plusieurs heures par semaine. Prêt pour la bêta.,pending,false
TKT-20366,C-20045,2026-08-01T20:14:00,email,fr,Facturation erronée,J'ai été facturé 58€ alors que le total était de 233€. Merci d'examiner et de rembourser.,solved,false
TKT-20367,C-34382,2026-07-01T11:37:00,in_app,fr,Retour,Je vous contacte — pas urgent. Je voulais partager un retour sur la dernière mise à jour.,pending,false
TKT-20368,C-26266,2026-06-11T14:26:00,email,en,Feedback,Just reaching out — not urgent. Wanted to share some feedback on the recent update.,open,false
TKT-20369,C-42490,2026-06-07T15:30:00,chat,fr,Mauvais article livré,Ma commande #65343 devait arriver le 2026-07-20 mais a maintenant 5 jours de retard. Toujours 'en transit'.,pending,false
TKT-20370,C-41014,2026-06-28T16:05:00,in_app,fr,Mauvais article livré,Ma commande #96061 devait arriver le 2026-07-20 mais a maintenant 6 jours de retard. Toujours 'en transit'.,solved,false
TKT-20371,C-34766,2026-06-27T14:32:00,phone,en,Merge two accounts,I'm locked out and the password reset email never arrives. Tried multiple times. Very frustrated.,solved,false
TKT-20372,C-45086,2026-07-29T14:13:00,phone,en,Bulk edit for inventory,Would love to see this added — it would save our team several hours per week. Happy to beta test.,solved,false
TKT-20373,C-32801,2026-07-02T17:59:00,email,en,Tracking not updating,My order #93452 was supposed to arrive on 2026-07-20 but it's now 3 days late. Status still says 'in transit'.,solved,false
TKT-20374,C-21845,2026-06-23T14:44:00,chat,fr,Suivi bloqué,Ma commande #53472 devait arriver le 2026-07-20 mais a maintenant 5 jours de retard. Toujours 'en transit'.,solved,false
TKT-20375,C-22656,2026-07-03T17:18:00,chat,en,Refund request,I was charged 210 but my order total was 256. Please investigate and refund the difference.,solved,false
TKT-20376,C-40562,2026-07-14T10:13:00,in_app,fr,Colis endommagé,Ma commande #79813 devait arriver le 2026-07-20 mais a maintenant 2 jours de retard. Toujours 'en transit'.,solved,false
TKT-20377,C-36544,2026-06-20T12:40:00,chat,fr,Colis en retard,Ma commande #66405 devait arriver le 2026-07-20 mais a maintenant 4 jours de retard. Toujours 'en transit'.,solved,false
TKT-20378,C-49668,2026-06-20T16:50:00,in_app,fr,Réinitialisation mot de passe,Je suis bloqué et l'email de réinitialisation n'arrive jamais. J'ai essayé plusieurs fois. Très frustré.,solved,false
TKT-20379,C-14335,2026-07-05T10:58:00,email,fr,Bouton de paiement cassé,Quand je clique sur payer le loader tourne indéfiniment sur Chrome/Safari. Erreur 500 dans la console.,pending,false
TKT-20380,C-28400,2026-07-10T17:27:00,email,en,Refund request,I was charged 36 but my order total was 226. Please investigate and refund the difference.,pending,true
TKT-20381,C-42509,2026-07-14T10:10:00,chat,fr,Facture non reçue,J'ai été facturé 178€ alors que le total était de 250€. Merci d'examiner et de rembourser.,solved,false
TKT-20382,C-23240,2026-07-18T17:52:00,email,fr,Ajouter l'export CSV,Ce serait super d'ajouter ça — ça nous ferait gagner plusieurs heures par semaine. Prêt pour la bêta.,solved,false
TKT-20383,C-34403,2026-07-16T15:30:00,email,fr,Paiement échoue sur mobile,Quand je clique sur payer le loader tourne indéfiniment sur Chrome/Safari. Erreur 500 dans la console.,solved,true
TKT-20384,C-40990,2026-06-12T12:57:00,phone,fr,Question générale,Je vous contacte — pas urgent. Je voulais partager un retour sur la dernière mise à jour.,pending,false
TKT-20385,C-29065,2026-06-25T15:16:00,in_app,fr,Suivi bloqué,Ma commande #99778 devait arriver le 2026-07-20 mais a maintenant 9 jours de retard. Toujours 'en transit'.,open,false
TKT-20386,C-14554,2026-06-24T14:08:00,phone,fr,Demande de remboursement,J'ai été facturé 194€ alors que le total était de 194€. Merci d'examiner et de rembourser.,pending,true
TKT-20387,C-32599,2026-06-19T11:45:00,phone,fr,Colis en retard,Ma commande #92409 devait arriver le 2026-07-20 mais a maintenant 8 jours de retard. Toujours 'en transit'.,open,false
TKT-20388,C-18760,2026-08-01T10:03:00,in_app,en,Invoice not received,I was charged 327 but my order total was 251. Please investigate and refund the difference.,pending,false
TKT-20389,C-44088,2026-06-12T12:19:00,chat,en,Damaged on arrival,My order #55757 was supposed to arrive on 2026-07-20 but it's now 6 days late. Status still says 'in transit'.,solved,false
TKT-20390,C-14387,2026-07-08T17:25:00,chat,fr,Suivi bloqué,Ma commande #64152 devait arriver le 2026-07-20 mais a maintenant 2 jours de retard. Toujours 'en transit'.,solved,false
TKT-20391,C-40955,2026-07-02T19:13:00,chat,fr,Suivi bloqué,Ma commande #73727 devait arriver le 2026-07-20 mais a maintenant 3 jours de retard. Toujours 'en transit'.,open,false
TKT-20392,C-38297,2026-06-24T14:21:00,phone,en,Invoice not received,I was charged 123 but my order total was 289. Please investigate and refund the difference.,solved,false
TKT-20393,C-20050,2026-07-06T15:17:00,in_app,fr,Supprimer mon compte,Je suis bloqué et l'email de réinitialisation n'arrive jamais. J'ai essayé plusieurs fois. Très frustré.,solved,false
TKT-20394,C-32925,2026-07-28T16:04:00,email,en,Wrong item delivered,My order #91751 was supposed to arrive on 2026-07-20 but it's now 3 days late. Status still says 'in transit'.,solved,false
TKT-20395,C-24764,2026-07-13T10:30:00,phone,fr,Fusionner des comptes,Je suis bloqué et l'email de réinitialisation n'arrive jamais. J'ai essayé plusieurs fois. Très frustré.,open,false
TKT-20396,C-24881,2026-07-26T14:54:00,chat,en,Payment fails on mobile,When I click checkout the spinner spins forever and nothing happens on Chrome/Safari. Console shows a 500 error.,pending,false
TKT-20397,C-34307,2026-06-13T14:38:00,chat,fr,Mode sombre svp,Ce serait super d'ajouter ça — ça nous ferait gagner plusieurs heures par semaine. Prêt pour la bêta.,pending,false
TKT-20398,C-21133,2026-07-11T12:40:00,chat,en,App crashes on login,When I click checkout the spinner spins forever and nothing happens on Chrome/Safari. Console shows a 500 error.,pending,false
TKT-20399,C-22138,2026-07-23T09:37:00,phone,fr,Réinitialisation mot de passe,Je suis bloqué et l'email de réinitialisation n'arrive jamais. J'ai essayé plusieurs fois. Très frustré.,solved,false
TKT-20400,C-28716,2026-07-02T12:49:00,in_app,fr,Mode sombre svp,Ce serait super d'ajouter ça — ça nous ferait gagner plusieurs heures par semaine. Prêt pour la bêta.,pending,false
TKT-20401,C-19165,2026-07-20T09:06:00,email,fr,Demande SSO,Ce serait super d'ajouter ça — ça nous ferait gagner plusieurs heures par semaine. Prêt pour la bêta.,pending,false
TKT-20402,C-18972,2026-07-11T10:29:00,chat,en,Wrong amount charged,I was charged 50 but my order total was 47. Please investigate and refund the difference.,solved,true
TKT-20403,C-34008,2026-06-25T08:31:00,email,en,Bulk edit for inventory,Would love to see this added — it would save our team several hours per week. Happy to beta test.,solved,false
TKT-20404,C-28366,2026-06-19T15:06:00,email,en,Cannot reset password,I'm locked out and the password reset email never arrives. Tried multiple times. Very frustrated.,open,false
TKT-20405,C-30129,2026-06-28T15:53:00,phone,fr,Erreur de recherche,Quand je clique sur payer le loader tourne indéfiniment sur Chrome/Safari. Erreur 500 dans la console.,solved,false
TKT-20406,C-46401,2026-07-12T09:07:00,chat,en,Subscription renewal issue,I was charged 214 but my order total was 203. Please investigate and refund the difference.,solved,true
TKT-20407,C-41489,2026-06-16T19:26:00,in_app,en,Dark mode please,Would love to see this added — it would save our team several hours per week. Happy to beta test.,open,false
TKT-20408,C-27346,2026-07-20T12:08:00,chat,en,Refund request,I was charged 20 but my order total was 143. Please investigate and refund the difference.,pending,false
TKT-20409,C-23731,2026-08-01T15:07:00,phone,fr,Problème 2FA,Je suis bloqué et l'email de réinitialisation n'arrive jamais. J'ai essayé plusieurs fois. Très frustré.,solved,false
TKT-20410,C-32693,2026-07-06T11:21:00,in_app,fr,Réinitialisation mot de passe,Je suis bloqué et l'email de réinitialisation n'arrive jamais. J'ai essayé plusieurs fois. Très frustré.,solved,false
TKT-20411,C-20252,2026-07-03T18:38:00,chat,fr,Paiement échoue sur mobile,Quand je clique sur payer le loader tourne indéfiniment sur Chrome/Safari. Erreur 500 dans la console.,solved,false
TKT-20412,C-34357,2026-07-18T12:41:00,phone,en,Package delayed,My order #60835 was supposed to arrive on 2026-07-20 but it's now 7 days late. Status still says 'in transit'.,solved,false
TKT-20413,C-44118,2026-07-02T14:08:00,chat,fr,Facture non reçue,J'ai été facturé 372€ alors que le total était de 84€. Merci d'examiner et de rembourser.,solved,true
TKT-20414,C-47502,2026-07-23T14:07:00,chat,en,Wrong amount charged,I was charged 350 but my order total was 32. Please investigate and refund the difference.,pending,false
TKT-20415,C-19002,2026-07-08T16:56:00,email,fr,Demande de partenariat,Je vous contacte — pas urgent. Je voulais partager un retour sur la dernière mise à jour.,pending,false
TKT-20416,C-42982,2026-07-24T08:42:00,email,en,Dark mode please,Would love to see this added — it would save our team several hours per week. Happy to beta test.,open,false
TKT-20417,C-23500,2026-07-10T09:27:00,chat,en,Package delayed,My order #73852 was supposed to arrive on 2026-07-20 but it's now 9 days late. Status still says 'in transit'.,solved,false
TKT-20418,C-27550,2026-07-06T14:10:00,chat,fr,Demande de partenariat,Je vous contacte — pas urgent. Je voulais partager un retour sur la dernière mise à jour.,pending,false
TKT-20419,C-35764,2026-07-19T16:42:00,in_app,fr,Réinitialisation mot de passe,Je suis bloqué et l'email de réinitialisation n'arrive jamais. J'ai essayé plusieurs fois. Très frustré.,open,false
TKT-20420,C-16401,2026-07-24T15:21:00,in_app,en,Delete my account,I'm locked out and the password reset email never arrives. Tried multiple times. Very frustrated.,solved,false
TKT-20421,C-19043,2026-06-28T14:15:00,chat,en,Wrong amount charged,I was charged 177 but my order total was 21. Please investigate and refund the difference.,pending,false
TKT-20422,C-13803,2026-07-10T18:37:00,in_app,en,Invoice not received,I was charged 96 but my order total was 116. Please investigate and refund the difference.,solved,false
TKT-20423,C-47573,2026-07-13T19:50:00,phone,fr,Contact presse,Je vous contacte — pas urgent. Je voulais partager un retour sur la dernière mise à jour.,solved,false
TKT-20424,C-42221,2026-07-09T10:50:00,phone,fr,Demande de partenariat,Je vous contacte — pas urgent. Je voulais partager un retour sur la dernière mise à jour.,solved,false
TKT-20425,C-19959,2026-07-16T15:14:00,phone,fr,Colis en retard,Ma commande #92171 devait arriver le 2026-07-20 mais a maintenant 5 jours de retard. Toujours 'en transit'.,solved,false
TKT-20426,C-28903,2026-06-30T16:02:00,phone,fr,Demande de remboursement,J'ai été facturé 51€ alors que le total était de 103€. Merci d'examiner et de rembourser.,solved,false
TKT-20427,C-30763,2026-08-01T14:40:00,in_app,fr,Fusionner des comptes,Je suis bloqué et l'email de réinitialisation n'arrive jamais. J'ai essayé plusieurs fois. Très frustré.,open,false
TKT-20428,C-17897,2026-07-03T18:07:00,chat,fr,Problème 2FA,Je suis bloqué et l'email de réinitialisation n'arrive jamais. J'ai essayé plusieurs fois. Très frustré.,solved,false
TKT-20429,C-40198,2026-06-13T18:20:00,chat,fr,Problème 2FA,Je suis bloqué et l'email de réinitialisation n'arrive jamais. J'ai essayé plusieurs fois. Très frustré.,open,false
TKT-20430,C-13424,2026-07-24T14:20:00,email,fr,Problème d'abonnement,J'ai été facturé 290€ alors que le total était de 156€. Merci d'examiner et de rembourser.,open,false
TKT-20431,C-42216,2026-06-05T10:47:00,email,en,Invoice not received,I was charged 259 but my order total was 64. Please investigate and refund the difference.,open,true
TKT-20432,C-35569,2026-06-30T12:41:00,email,en,Cannot reset password,I'm locked out and the password reset email never arrives. Tried multiple times. Very frustrated.,pending,false
TKT-20433,C-40199,2026-07-30T14:22:00,in_app,fr,Problème 2FA,Je suis bloqué et l'email de réinitialisation n'arrive jamais. J'ai essayé plusieurs fois. Très frustré.,solved,false
TKT-20434,C-12621,2026-07-04T11:13:00,chat,en,Two-factor auth problem,I'm locked out and the password reset email never arrives. Tried multiple times. Very frustrated.,solved,false
TKT-20435,C-43813,2026-07-16T09:05:00,phone,fr,Paiement échoue sur mobile,Quand je clique sur payer le loader tourne indéfiniment sur Chrome/Safari. Erreur 500 dans la console.,solved,false
TKT-20436,C-14643,2026-07-28T10:28:00,chat,fr,Problème d'abonnement,J'ai été facturé 168€ alors que le total était de 151€. Merci d'examiner et de rembourser.,open,false
TKT-20437,C-15312,2026-06-30T16:08:00,in_app,en,Refund request,I was charged 124 but my order total was 62. Please investigate and refund the difference.,solved,false
TKT-20438,C-21902,2026-08-01T08:04:00,in_app,fr,Retour,Je vous contacte — pas urgent. Je voulais partager un retour sur la dernière mise à jour.,pending,false
TKT-20439,C-22348,2026-07-31T20:51:00,phone,en,Damaged on arrival,My order #68798 was supposed to arrive on 2026-07-20 but it's now 6 days late. Status still says 'in transit'.,open,false
TKT-20440,C-22830,2026-06-19T17:38:00,phone,en,Dark mode please,Would love to see this added — it would save our team several hours per week. Happy to beta test.,solved,false
TKT-20441,C-31245,2026-06-03T13:33:00,chat,fr,Colis en retard,Ma commande #62675 devait arriver le 2026-07-20 mais a maintenant 4 jours de retard. Toujours 'en transit'.,solved,false
TKT-20442,C-28792,2026-07-21T18:29:00,chat,fr,Paiement échoue sur mobile,Quand je clique sur payer le loader tourne indéfiniment sur Chrome/Safari. Erreur 500 dans la console.,solved,false
TKT-20443,C-21727,2026-06-22T19:29:00,email,en,Dark mode please,Would love to see this added — it would save our team several hours per week. Happy to beta test.,open,false
TKT-20444,C-17808,2026-07-13T16:10:00,email,fr,Problème 2FA,Je suis bloqué et l'email de réinitialisation n'arrive jamais. J'ai essayé plusieurs fois. Très frustré.,open,false
TKT-20445,C-40861,2026-06-27T13:08:00,email,fr,L'application plante,Quand je clique sur payer le loader tourne indéfiniment sur Chrome/Safari. Erreur 500 dans la console.,open,false
TKT-20446,C-19130,2026-06-28T13:03:00,phone,fr,Fusionner des comptes,Je suis bloqué et l'email de réinitialisation n'arrive jamais. J'ai essayé plusieurs fois. Très frustré.,pending,false
TKT-20447,C-26692,2026-06-03T12:57:00,chat,fr,Suivi bloqué,Ma commande #97863 devait arriver le 2026-07-20 mais a maintenant 6 jours de retard. Toujours 'en transit'.,pending,false
TKT-20448,C-46645,2026-07-09T18:57:00,email,fr,Facture non reçue,J'ai été facturé 266€ alors que le total était de 299€. Merci d'examiner et de rembourser.,open,false
TKT-20449,C-29691,2026-07-08T13:54:00,email,fr,Problème d'abonnement,J'ai été facturé 206€ alors que le total était de 229€. Merci d'examiner et de rembourser.,solved,false
TKT-20450,C-17214,2026-06-24T11:11:00,in_app,fr,Contact presse,Je vous contacte — pas urgent. Je voulais partager un retour sur la dernière mise à jour.,solved,false
TKT-20451,C-15578,2026-06-21T13:45:00,phone,en,SSO integration request,Would love to see this added — it would save our team several hours per week. Happy to beta test.,solved,false
TKT-20452,C-24997,2026-07-20T09:21:00,chat,en,Bulk edit for inventory,Would love to see this added — it would save our team several hours per week. Happy to beta test.,pending,false
TKT-20453,C-31165,2026-06-14T15:42:00,chat,en,Package delayed,My order #86019 was supposed to arrive on 2026-07-20 but it's now 4 days late. Status still says 'in transit'.,open,false
TKT-20454,C-36403,2026-07-18T18:19:00,chat,fr,Erreur de recherche,Quand je clique sur payer le loader tourne indéfiniment sur Chrome/Safari. Erreur 500 dans la console.,open,false
TKT-20455,C-43583,2026-06-28T15:30:00,email,fr,Question générale,Je vous contacte — pas urgent. Je voulais partager un retour sur la dernière mise à jour.,pending,false
TKT-20456,C-15124,2026-06-08T09:18:00,phone,fr,Mode sombre svp,Ce serait super d'ajouter ça — ça nous ferait gagner plusieurs heures par semaine. Prêt pour la bêta.,open,false
TKT-20457,C-48020,2026-06-12T14:20:00,phone,fr,Colis endommagé,Ma commande #83774 devait arriver le 2026-07-20 mais a maintenant 6 jours de retard. Toujours 'en transit'.,solved,false
TKT-20458,C-17386,2026-07-30T09:43:00,email,en,Feedback,Just reaching out — not urgent. Wanted to share some feedback on the recent update.,solved,false
TKT-20459,C-25322,2026-06-12T20:49:00,in_app,en,Wrong amount charged,I was charged 305 but my order total was 127. Please investigate and refund the difference.,pending,false
TKT-20460,C-25886,2026-06-14T11:25:00,phone,fr,Facturation erronée,J'ai été facturé 251€ alors que le total était de 273€. Merci d'examiner et de rembourser.,solved,false
TKT-20461,C-39972,2026-07-20T08:01:00,in_app,fr,Bouton de paiement cassé,Quand je clique sur payer le loader tourne indéfiniment sur Chrome/Safari. Erreur 500 dans la console.,open,true
TKT-20462,C-19560,2026-07-27T12:00:00,chat,en,App crashes on login,When I click checkout the spinner spins forever and nothing happens on Chrome/Safari. Console shows a 500 error.,open,true
TKT-20463,C-20426,2026-07-05T09:01:00,email,en,Partnership inquiry,Just reaching out — not urgent. Wanted to share some feedback on the recent update.,solved,false
TKT-20464,C-30099,2026-07-16T19:00:00,in_app,fr,Suivi bloqué,Ma commande #54607 devait arriver le 2026-07-20 mais a maintenant 4 jours de retard. Toujours 'en transit'.,pending,false
TKT-20465,C-35920,2026-07-17T14:44:00,in_app,fr,Édition en masse du stock,Ce serait super d'ajouter ça — ça nous ferait gagner plusieurs heures par semaine. Prêt pour la bêta.,open,false
TKT-20466,C-30604,2026-07-08T19:56:00,in_app,fr,Mauvais article livré,Ma commande #94807 devait arriver le 2026-07-20 mais a maintenant 2 jours de retard. Toujours 'en transit'.,open,false
TKT-20467,C-12285,2026-06-14T17:21:00,phone,en,Tracking not updating,My order #54131 was supposed to arrive on 2026-07-20 but it's now 5 days late. Status still says 'in transit'.,solved,false
TKT-20468,C-37167,2026-06-14T19:30:00,email,fr,Question générale,Je vous contacte — pas urgent. Je voulais partager un retour sur la dernière mise à jour.,solved,false
TKT-20469,C-15138,2026-06-20T11:17:00,in_app,en,Cannot reset password,I'm locked out and the password reset email never arrives. Tried multiple times. Very frustrated.,open,false
TKT-20470,C-49294,2026-07-07T13:14:00,phone,fr,Colis en retard,Ma commande #57272 devait arriver le 2026-07-20 mais a maintenant 6 jours de retard. Toujours 'en transit'.,solved,false
TKT-20471,C-39442,2026-06-17T15:08:00,phone,en,Invoice not received,I was charged 163 but my order total was 133. Please investigate and refund the difference.,open,false
TKT-20472,C-30090,2026-07-07T08:24:00,chat,fr,Paiement échoue sur mobile,Quand je clique sur payer le loader tourne indéfiniment sur Chrome/Safari. Erreur 500 dans la console.,solved,true
TKT-20473,C-20176,2026-06-24T18:49:00,chat,fr,Erreur de recherche,Quand je clique sur payer le loader tourne indéfiniment sur Chrome/Safari. Erreur 500 dans la console.,pending,false
TKT-20474,C-33752,2026-07-30T12:20:00,chat,en,Press contact,Just reaching out — not urgent. Wanted to share some feedback on the recent update.,solved,false
TKT-20475,C-49259,2026-07-16T19:38:00,phone,en,Merge two accounts,I'm locked out and the password reset email never arrives. Tried multiple times. Very frustrated.,solved,false
TKT-20476,C-16029,2026-06-07T16:33:00,in_app,en,Add CSV export,Would love to see this added — it would save our team several hours per week. Happy to beta test.,pending,false
TKT-20477,C-33461,2026-06-26T14:09:00,email,fr,L'application plante,Quand je clique sur payer le loader tourne indéfiniment sur Chrome/Safari. Erreur 500 dans la console.,pending,false
TKT-20478,C-23463,2026-06-17T16:38:00,email,en,Feedback,Just reaching out — not urgent. Wanted to share some feedback on the recent update.,solved,false
TKT-20479,C-12103,2026-06-10T16:50:00,email,fr,Problème 2FA,Je suis bloqué et l'email de réinitialisation n'arrive jamais. J'ai essayé plusieurs fois. Très frustré.,open,false
TKT-20480,C-19042,2026-06-15T13:31:00,in_app,en,General question,Just reaching out — not urgent. Wanted to share some feedback on the recent update.,open,false
TKT-20481,C-28504,2026-06-14T08:29:00,in_app,en,Package delayed,My order #79502 was supposed to arrive on 2026-07-20 but it's now 9 days late. Status still says 'in transit'.,pending,false
TKT-20482,C-17301,2026-06-18T17:04:00,phone,fr,Problème 2FA,Je suis bloqué et l'email de réinitialisation n'arrive jamais. J'ai essayé plusieurs fois. Très frustré.,open,false
TKT-20483,C-43433,2026-07-25T18:51:00,phone,fr,Erreur de recherche,Quand je clique sur payer le loader tourne indéfiniment sur Chrome/Safari. Erreur 500 dans la console.,open,false
TKT-20484,C-34577,2026-07-08T15:09:00,email,en,Press contact,Just reaching out — not urgent. Wanted to share some feedback on the recent update.,solved,false
TKT-20485,C-42523,2026-07-06T15:44:00,in_app,fr,Supprimer mon compte,Je suis bloqué et l'email de réinitialisation n'arrive jamais. J'ai essayé plusieurs fois. Très frustré.,open,false
TKT-20486,C-39008,2026-06-28T10:37:00,in_app,fr,Réinitialisation mot de passe,Je suis bloqué et l'email de réinitialisation n'arrive jamais. J'ai essayé plusieurs fois. Très frustré.,pending,false
TKT-20487,C-21725,2026-07-22T20:00:00,phone,en,Package delayed,My order #81653 was supposed to arrive on 2026-07-20 but it's now 3 days late. Status still says 'in transit'.,pending,false
TKT-20488,C-10665,2026-07-04T11:46:00,in_app,fr,Réinitialisation mot de passe,Je suis bloqué et l'email de réinitialisation n'arrive jamais. J'ai essayé plusieurs fois. Très frustré.,pending,false
TKT-20489,C-41737,2026-07-19T15:20:00,in_app,en,Wrong amount charged,I was charged 122 but my order total was 141. Please investigate and refund the difference.,pending,false
TKT-20490,C-13966,2026-06-27T14:51:00,phone,en,Payment fails on mobile,When I click checkout the spinner spins forever and nothing happens on Chrome/Safari. Console shows a 500 error.,open,true
TKT-20491,C-48580,2026-06-07T08:10:00,email,fr,Facturation erronée,J'ai été facturé 176€ alors que le total était de 147€. Merci d'examiner et de rembourser.,solved,false
TKT-20492,C-23014,2026-07-12T11:20:00,in_app,en,Bulk edit for inventory,Would love to see this added — it would save our team several hours per week. Happy to beta test.,pending,false
TKT-20493,C-23257,2026-07-17T16:46:00,in_app,en,Refund request,I was charged 304 but my order total was 297. Please investigate and refund the difference.,solved,true
TKT-20494,C-39399,2026-06-14T09:43:00,email,fr,Problème d'abonnement,J'ai été facturé 114€ alors que le total était de 149€. Merci d'examiner et de rembourser.,open,false
TKT-20495,C-16544,2026-07-22T15:37:00,email,en,Partnership inquiry,Just reaching out — not urgent. Wanted to share some feedback on the recent update.,pending,false
TKT-20496,C-20603,2026-07-09T13:32:00,in_app,fr,Demande de partenariat,Je vous contacte — pas urgent. Je voulais partager un retour sur la dernière mise à jour.,open,false
TKT-20497,C-29542,2026-06-25T11:47:00,phone,fr,Fusionner des comptes,Je suis bloqué et l'email de réinitialisation n'arrive jamais. J'ai essayé plusieurs fois. Très frustré.,open,false
TKT-20498,C-38768,2026-07-19T14:06:00,in_app,fr,Bouton de paiement cassé,Quand je clique sur payer le loader tourne indéfiniment sur Chrome/Safari. Erreur 500 dans la console.,open,true
TKT-20499,C-37732,2026-07-07T13:35:00,in_app,en,Wrong amount charged,I was charged 95 but my order total was 192. Please investigate and refund the difference.,solved,false
TKT-20500,C-42468,2026-07-18T18:03:00,phone,en,Refund request,I was charged 211 but my order total was 121. Please investigate and refund the difference.,open,false
TKT-20501,C-43282,2026-06-09T14:01:00,in_app,fr,Fusionner des comptes,Je suis bloqué et l'email de réinitialisation n'arrive jamais. J'ai essayé plusieurs fois. Très frustré.,solved,false
