event_date,page_path,country,device,sessions,pageviews,bounce_rate,avg_session_sec
2026-07-01,/,EU,mobile,445,698,37.05,295.30
2026-07-01,/,EU,tablet,99,174,31.14,61.55
2026-07-01,/,UK,desktop,525,934,56.96,119.00
2026-07-01,/,UK,mobile,441,840,31.82,276.71
2026-07-01,/,UK,tablet,87,126,28.23,78.51
2026-07-01,/,US,desktop,524,908,32.14,163.28
2026-07-01,/,US,mobile,415,676,28.98,142.99
2026-07-01,/,US,tablet,82,168,53.77,230.20
2026-07-01,/pricing,FR,desktop,293,447,34.16,169.08
2026-07-01,/pricing,FR,mobile,245,318,35.08,95.08
2026-07-01,/pricing,FR,tablet,63,103,38.34,257.84
2026-07-01,/pricing,EU,desktop,329,524,46.84,108.76
2026-07-01,/pricing,EU,mobile,313,412,53.69,86.89
2026-07-01,/pricing,EU,tablet,51,70,56.47,198.69
2026-07-01,/pricing,UK,desktop,359,727,34.15,208.76
2026-07-01,/pricing,UK,mobile,268,544,51.39,112.75
2026-07-01,/pricing,UK,tablet,61,81,35.23,78.49
2026-07-01,/pricing,US,desktop,289,517,58.59,290.33
2026-07-01,/pricing,US,mobile,287,391,44.42,314.78
2026-07-01,/pricing,US,tablet,68,117,53.50,202.01
2026-07-01,/product,FR,desktop,329,616,49.64,228.06
2026-07-01,/product,FR,mobile,285,454,53.69,287.56
2026-07-01,/product,FR,tablet,70,143,56.06,260.96
2026-07-01,/product,EU,desktop,341,645,60.87,83.77
2026-07-01,/product,EU,mobile,318,469,36.94,272.15
2026-07-01,/product,EU,tablet,71,116,58.34,63.91
2026-07-01,/product,UK,desktop,355,426,51.32,97.33
2026-07-01,/product,UK,mobile,332,614,31.66,98.26
2026-07-01,/product,UK,tablet,59,111,46.96,141.80
2026-07-01,/product,US,desktop,383,740,49.93,287.20
2026-07-01,/product,US,mobile,351,635,40.56,123.30
2026-07-01,/product,US,tablet,62,117,34.25,242.98
2026-07-01,/docs,FR,desktop,218,399,28.90,75.64
2026-07-01,/docs,FR,mobile,200,344,54.91,314.92
2026-07-01,/docs,FR,tablet,47,93,29.00,162.74
2026-07-01,/docs,EU,desktop,232,416,33.22,179.53
2026-07-01,/docs,EU,mobile,167,331,44.36,105.03
2026-07-01,/docs,EU,tablet,42,85,41.86,294.35
2026-07-01,/docs,UK,desktop,209,284,59.38,283.75
2026-07-01,/docs,UK,mobile,183,278,48.51,229.07
2026-07-01,/docs,UK,tablet,40,65,57.93,159.45
2026-07-01,/docs,US,desktop,238,401,41.51,283.32
2026-07-01,/docs,US,mobile,178,372,48.25,237.98
2026-07-01,/docs,US,tablet,38,72,33.94,298.21
2026-07-01,/blog/launch,FR,desktop,181,279,28.96,218.20
2026-07-01,/blog/launch,FR,mobile,149,243,36.28,310.45
2026-07-01,/blog/launch,FR,tablet,33,56,33.54,283.39
2026-07-01,/blog/launch,EU,desktop,167,334,38.81,151.11
2026-07-01,/blog/launch,EU,mobile,121,199,50.10,103.44
2026-07-01,/blog/launch,EU,tablet,33,60,45.93,70.11
2026-07-01,/blog/launch,UK,desktop,167,217,38.46,251.53
2026-07-01,/blog/launch,UK,mobile,132,191,48.42,197.94
2026-07-01,/blog/launch,UK,tablet,33,57,51.45,148.75
2026-07-01,/blog/launch,US,desktop,144,193,38.32,315.00
2026-07-01,/blog/launch,US,mobile,146,185,37.96,99.30
2026-07-01,/blog/launch,US,tablet,27,56,39.36,168.38
2026-07-01,/contact,FR,desktop,119,220,44.17,179.20
2026-07-01,/contact,FR,mobile,96,163,28.73,157.13
2026-07-01,/contact,FR,tablet,27,44,36.85,199.33
2026-07-01,/contact,EU,desktop,122,163,39.41,115.43
2026-07-01,/contact,EU,mobile,106,183,45.70,235.11
2026-07-01,/contact,EU,tablet,21,41,46.72,214.35
2026-07-01,/contact,UK,desktop,116,179,41.51,167.84
2026-07-01,/contact,UK,mobile,96,189,43.92,140.76
2026-07-01,/contact,UK,tablet,25,51,48.92,201.71
2026-07-01,/contact,US,desktop,122,247,47.94,153.49
2026-07-01,/contact,US,mobile,111,206,41.79,287.37
2026-07-01,/contact,US,tablet,27,56,39.00,306.94
2026-07-01,/signup,FR,desktop,173,326,57.92,267.40
2026-07-01,/signup,FR,mobile,185,386,48.61,312.29
2026-07-01,/signup,FR,tablet,30,40,40.77,163.96
2026-07-01,/signup,EU,desktop,208,341,41.75,132.33
2026-07-01,/signup,EU,mobile,169,252,57.03,69.98
2026-07-01,/signup,EU,tablet,32,44,35.25,157.74
2026-07-01,/signup,UK,desktop,200,330,34.35,166.18
2026-07-01,/signup,UK,mobile,169,343,55.80,63.33
2026-07-01,/signup,UK,tablet,37,61,40.08,282.33
2026-07-01,/signup,US,desktop,172,299,61.57,73.73
2026-07-01,/signup,US,mobile,167,262,59.27,96.17
2026-07-01,/signup,US,tablet,36,63,53.45,189.95
2026-07-02,/,FR,desktop,492,781,38.15,194.34
2026-07-02,/,FR,mobile,385,776,56.57,196.89
2026-07-02,/,FR,tablet,97,145,56.74,110.05
2026-07-02,/,EU,desktop,522,667,36.01,81.49
2026-07-02,/,EU,mobile,495,831,44.76,69.92
2026-07-02,/,EU,tablet,82,134,34.41,289.82
2026-07-02,/,UK,desktop,562,1071,49.60,302.26
2026-07-02,/,UK,mobile,426,720,61.89,210.62
2026-07-02,/,UK,tablet,107,193,36.83,180.33
2026-07-02,/,US,desktop,486,804,47.77,261.61
2026-07-02,/,US,mobile,395,684,32.56,192.53
2026-07-02,/,US,tablet,85,143,58.65,146.79
2026-07-02,/pricing,FR,desktop,353,724,33.95,184.81
2026-07-02,/pricing,FR,mobile,261,475,55.61,73.40
2026-07-02,/pricing,FR,tablet,63,77,43.25,261.98
2026-07-02,/pricing,EU,desktop,294,568,29.50,220.80
2026-07-02,/pricing,EU,mobile,304,470,46.90,248.30
2026-07-02,/pricing,EU,tablet,67,138,43.58,85.46
2026-07-02,/pricing,UK,desktop,286,460,47.49,297.92
2026-07-02,/pricing,UK,mobile,241,427,43.87,313.29
2026-07-02,/pricing,UK,tablet,51,90,55.23,183.86
2026-07-02,/pricing,US,desktop,284,448,42.49,182.72
2026-07-02,/pricing,US,mobile,309,381,33.85,195.95
2026-07-02,/pricing,US,tablet,59,118,33.47,251.19
2026-07-02,/product,FR,desktop,369,575,60.85,139.93
2026-07-02,/product,FR,mobile,327,403,54.95,228.60
2026-07-02,/product,FR,tablet,67,90,54.04,279.64
2026-07-02,/product,EU,desktop,304,427,49.24,280.11
2026-07-02,/product,EU,mobile,295,499,34.75,140.34
2026-07-02,/product,EU,tablet,61,97,55.56,90.76
2026-07-02,/product,UK,desktop,332,430,48.05,285.33
2026-07-02,/product,UK,mobile,353,616,56.18,319.96
2026-07-02,/product,UK,tablet,71,109,31.31,99.49
2026-07-02,/product,US,desktop,315,525,57.95,299.71
2026-07-02,/product,US,mobile,327,523,31.16,185.22
2026-07-02,/product,US,tablet,57,116,28.73,217.32
2026-07-02,/docs,FR,desktop,257,377,44.85,88.78
2026-07-02,/docs,FR,mobile,181,232,35.78,209.10
2026-07-02,/docs,FR,tablet,41,54,53.79,303.55
2026-07-02,/docs,EU,desktop,209,364,34.55,267.13
2026-07-02,/docs,EU,mobile,189,378,59.58,247.70
2026-07-02,/docs,EU,tablet,36,60,49.71,172.12
2026-07-02,/docs,UK,desktop,211,363,30.89,162.88
2026-07-02,/docs,UK,mobile,184,328,38.27,176.86
2026-07-02,/docs,UK,tablet,41,69,35.88,171.04
2026-07-02,/docs,US,desktop,254,520,37.17,302.17
2026-07-02,/docs,US,mobile,214,339,30.87,172.09
2026-07-02,/docs,US,tablet,36,51,55.15,111.74
2026-07-02,/blog/launch,FR,desktop,163,327,56.84,159.29
2026-07-02,/blog/launch,FR,mobile,142,216,53.56,235.13
2026-07-02,/blog/launch,FR,tablet,27,49,37.31,82.24
2026-07-02,/blog/launch,EU,desktop,147,217,50.32,171.89
2026-07-02,/blog/launch,EU,mobile,159,257,40.74,317.52
2026-07-02,/blog/launch,EU,tablet,30,58,52.32,311.45
2026-07-02,/blog/launch,UK,desktop,139,204,56.94,170.62
2026-07-02,/blog/launch,UK,mobile,133,176,41.69,186.36
2026-07-02,/blog/launch,UK,tablet,30,55,56.84,171.93
2026-07-02,/blog/launch,US,desktop,176,354,36.72,119.76
2026-07-02,/blog/launch,US,mobile,141,193,36.56,245.51
2026-07-02,/blog/launch,US,tablet,28,41,55.86,264.73
2026-07-02,/contact,FR,desktop,141,258,50.55,75.19
2026-07-02,/contact,FR,mobile,127,177,49.48,116.56
2026-07-02,/contact,FR,tablet,21,41,38.88,166.49
2026-07-02,/contact,EU,desktop,129,241,56.69,114.53
2026-07-02,/contact,EU,mobile,98,152,44.97,108.86
2026-07-02,/contact,EU,tablet,23,46,43.45,266.98
2026-07-02,/contact,UK,desktop,128,259,41.94,243.23
2026-07-02,/contact,UK,mobile,118,182,31.59,297.75
2026-07-02,/contact,UK,tablet,25,51,52.56,108.15
2026-07-02,/contact,US,desktop,132,175,54.26,264.26
2026-07-02,/contact,US,mobile,126,232,44.61,183.14
2026-07-02,/contact,US,tablet,27,36,51.07,285.58
2026-07-02,/signup,FR,desktop,171,229,56.87,280.55
2026-07-02,/signup,FR,mobile,185,369,43.68,235.20
2026-07-02,/signup,FR,tablet,35,45,55.65,258.82
2026-07-02,/signup,EU,desktop,195,290,44.03,133.35
2026-07-02,/signup,EU,mobile,156,241,48.54,86.20
2026-07-02,/signup,EU,tablet,37,47,48.68,284.76
2026-07-02,/signup,UK,desktop,164,292,36.17,304.53
2026-07-02,/signup,UK,mobile,145,290,37.85,304.13
2026-07-02,/signup,UK,tablet,31,37,49.16,198.34
2026-07-02,/signup,US,desktop,212,377,29.75,209.17
2026-07-02,/signup,US,mobile,164,211,55.37,258.19
2026-07-02,/signup,US,tablet,32,51,49.75,71.79
2026-07-03,/,FR,desktop,462,592,42.86,151.25
2026-07-03,/,FR,mobile,483,675,49.16,75.90
2026-07-03,/,FR,tablet,92,131,28.81,271.14
2026-07-03,/,EU,desktop,569,1094,32.00,173.34
2026-07-03,/,EU,mobile,444,748,47.31,199.51
2026-07-03,/,EU,tablet,100,149,55.90,72.29
2026-07-03,/,UK,desktop,525,1047,59.54,169.28
2026-07-03,/,UK,mobile,421,834,31.16,167.93
2026-07-03,/,UK,tablet,82,133,59.87,155.06
2026-07-03,/,US,desktop,509,720,60.69,151.27
2026-07-03,/,US,mobile,430,870,31.04,133.95
2026-07-03,/,US,tablet,86,127,55.74,254.35
2026-07-03,/pricing,FR,desktop,328,583,29.90,208.42
2026-07-03,/pricing,FR,mobile,239,356,35.22,275.36
2026-07-03,/pricing,FR,tablet,56,70,37.13,135.45
2026-07-03,/pricing,EU,desktop,282,479,54.65,180.08
2026-07-03,/pricing,EU,mobile,317,446,29.96,259.95
2026-07-03,/pricing,EU,tablet,63,128,29.07,264.14
2026-07-03,/pricing,UK,desktop,302,477,45.28,227.58
2026-07-03,/pricing,UK,mobile,287,398,52.95,281.57
2026-07-03,/pricing,UK,tablet,65,135,56.96,216.91
2026-07-03,/pricing,US,desktop,273,376,28.88,270.62
2026-07-03,/pricing,US,mobile,287,505,44.91,215.39
2026-07-03,/pricing,US,tablet,66,101,36.14,226.11
2026-07-03,/product,FR,desktop,358,644,60.32,100.34
2026-07-03,/product,FR,mobile,275,476,42.49,212.39
2026-07-03,/product,FR,tablet,64,118,36.10,259.42
2026-07-03,/product,EU,desktop,404,794,45.15,193.68
2026-07-03,/product,EU,mobile,263,346,41.54,111.78
2026-07-03,/product,EU,tablet,75,106,39.25,274.80
2026-07-03,/product,UK,desktop,401,715,41.24,318.05
2026-07-03,/product,UK,mobile,314,456,32.53,266.65
2026-07-03,/product,UK,tablet,62,82,50.29,143.43
2026-07-03,/product,US,desktop,370,639,54.93,275.84
2026-07-03,/product,US,mobile,309,630,39.63,235.48
2026-07-03,/product,US,tablet,60,108,58.38,164.30
2026-07-03,/docs,FR,desktop,233,380,46.89,127.03
2026-07-03,/docs,FR,mobile,199,286,40.08,240.09
2026-07-03,/docs,FR,tablet,42,72,41.28,72.86
2026-07-03,/docs,EU,desktop,254,456,34.53,249.04
2026-07-03,/docs,EU,mobile,176,339,47.51,294.54
2026-07-03,/docs,EU,tablet,42,51,43.82,86.18
2026-07-03,/docs,UK,desktop,198,327,56.51,135.24
2026-07-03,/docs,UK,mobile,182,312,40.64,318.88
2026-07-03,/docs,UK,tablet,47,78,40.14,194.24
2026-07-03,/docs,US,desktop,234,434,36.98,310.65
2026-07-03,/docs,US,mobile,202,302,34.07,219.77
2026-07-03,/docs,US,tablet,45,60,47.92,83.18
2026-07-03,/blog/launch,FR,desktop,166,322,34.58,259.66
2026-07-03,/blog/launch,FR,mobile,119,147,54.42,299.33
2026-07-03,/blog/launch,FR,tablet,31,43,28.58,103.25
2026-07-03,/blog/launch,EU,desktop,161,292,40.14,256.04
2026-07-03,/blog/launch,EU,mobile,145,260,52.79,191.11
2026-07-03,/blog/launch,EU,tablet,34,44,49.03,249.87
2026-07-03,/blog/launch,UK,desktop,176,267,57.21,206.56
2026-07-03,/blog/launch,UK,mobile,137,266,61.12,164.38
2026-07-03,/blog/launch,UK,tablet,30,45,41.23,312.36
2026-07-03,/blog/launch,US,desktop,147,188,53.19,239.39
2026-07-03,/blog/launch,US,mobile,128,193,40.06,170.71
2026-07-03,/blog/launch,US,tablet,28,54,49.08,182.92
2026-07-03,/contact,FR,desktop,138,247,46.15,111.61
2026-07-03,/contact,FR,mobile,126,214,58.52,122.15
2026-07-03,/contact,FR,tablet,20,28,32.46,125.03
2026-07-03,/contact,EU,desktop,139,243,58.70,118.51
2026-07-03,/contact,EU,mobile,119,191,54.85,171.73
2026-07-03,/contact,EU,tablet,22,39,50.45,194.18
2026-07-03,/contact,UK,desktop,132,163,60.68,63.60
2026-07-03,/contact,UK,mobile,117,144,56.79,98.45
2026-07-03,/contact,UK,tablet,21,43,57.63,210.98
2026-07-03,/contact,US,desktop,132,250,54.94,89.85
2026-07-03,/contact,US,mobile,123,232,53.12,140.19
2026-07-03,/contact,US,tablet,23,36,38.95,276.47
2026-07-03,/signup,FR,desktop,173,345,40.21,224.41
2026-07-03,/signup,FR,mobile,158,243,57.02,274.05
2026-07-03,/signup,FR,tablet,40,59,50.04,82.38
2026-07-03,/signup,EU,desktop,215,362,38.14,126.75
2026-07-03,/signup,EU,mobile,188,277,52.10,248.19
2026-07-03,/signup,EU,tablet,38,79,31.04,103.97
2026-07-03,/signup,UK,desktop,181,284,34.14,194.32
2026-07-03,/signup,UK,mobile,186,283,35.47,72.03
2026-07-03,/signup,UK,tablet,40,62,34.62,198.46
2026-07-03,/signup,US,desktop,163,325,41.95,278.62
2026-07-03,/signup,US,mobile,166,280,36.36,74.23
2026-07-03,/signup,US,tablet,36,65,45.94,253.39
2026-07-04,/,FR,desktop,310,564,49.20,85.01
2026-07-04,/,FR,mobile,285,418,29.76,106.66
2026-07-04,/,FR,tablet,76,114,29.88,165.58
2026-07-04,/,EU,desktop,395,671,59.60,182.96
2026-07-04,/,EU,mobile,279,388,49.51,230.01
2026-07-04,/,EU,tablet,72,100,41.97,210.70
2026-07-04,/,UK,desktop,330,547,47.31,85.84
2026-07-04,/,UK,mobile,305,388,41.07,228.50
2026-07-04,/,UK,tablet,73,94,53.41,107.66
2026-07-04,/,US,desktop,337,615,34.54,99.53
2026-07-04,/,US,mobile,336,608,33.43,143.60
2026-07-04,/,US,tablet,66,133,38.01,147.19
2026-07-04,/pricing,FR,desktop,218,308,46.20,157.16
2026-07-04,/pricing,FR,mobile,171,314,33.63,173.39
2026-07-04,/pricing,FR,tablet,42,82,56.96,215.93
2026-07-04,/pricing,EU,desktop,247,452,31.99,121.61
2026-07-04,/pricing,EU,mobile,172,245,38.18,89.86
2026-07-04,/pricing,EU,tablet,36,73,57.89,168.40
2026-07-04,/pricing,UK,desktop,232,282,35.55,279.87
2026-07-04,/pricing,UK,mobile,189,350,37.00,305.27
2026-07-04,/pricing,UK,tablet,44,73,29.83,142.20
2026-07-04,/pricing,US,desktop,205,414,35.68,60.44
2026-07-04,/pricing,US,mobile,179,360,51.26,236.52
2026-07-04,/pricing,US,tablet,36,66,43.63,172.02
2026-07-04,/product,FR,desktop,280,519,38.30,206.70
2026-07-04,/product,FR,mobile,188,314,52.89,290.46
2026-07-04,/product,FR,tablet,49,83,53.76,137.80
2026-07-04,/product,EU,desktop,249,362,61.74,289.17
2026-07-04,/product,EU,mobile,204,316,32.94,255.20
2026-07-04,/product,EU,tablet,46,68,51.31,65.59
2026-07-04,/product,UK,desktop,241,357,28.23,99.26
2026-07-04,/product,UK,mobile,193,289,39.75,178.36
2026-07-04,/product,UK,tablet,50,96,28.46,151.18
2026-07-04,/product,US,desktop,254,412,31.70,200.88
2026-07-04,/product,US,mobile,231,301,50.57,92.28
2026-07-04,/product,US,tablet,42,61,59.57,104.11
2026-07-04,/docs,FR,desktop,179,326,40.21,235.88
2026-07-04,/docs,FR,mobile,125,203,49.78,185.76
2026-07-04,/docs,FR,tablet,31,59,58.23,266.42
2026-07-04,/docs,EU,desktop,174,255,59.08,173.13
2026-07-04,/docs,EU,mobile,156,291,48.63,248.23
2026-07-04,/docs,EU,tablet,25,34,32.28,157.62
2026-07-04,/docs,UK,desktop,175,221,55.54,278.30
2026-07-04,/docs,UK,mobile,145,278,43.86,89.48
2026-07-04,/docs,UK,tablet,26,34,57.72,203.66
2026-07-04,/docs,US,desktop,147,214,37.51,290.22
2026-07-04,/docs,US,mobile,132,259,54.88,71.33
2026-07-04,/docs,US,tablet,33,54,48.29,246.87
2026-07-04,/blog/launch,FR,desktop,123,234,40.01,110.05
2026-07-04,/blog/launch,FR,mobile,91,149,41.52,274.51
2026-07-04,/blog/launch,FR,tablet,19,36,34.12,97.09
2026-07-04,/blog/launch,EU,desktop,111,185,48.36,127.18
2026-07-04,/blog/launch,EU,mobile,98,173,34.80,116.42
2026-07-04,/blog/launch,EU,tablet,20,40,59.93,192.18
2026-07-04,/blog/launch,UK,desktop,114,142,28.16,274.08
2026-07-04,/blog/launch,UK,mobile,111,136,59.80,204.95
2026-07-04,/blog/launch,UK,tablet,22,34,50.44,81.79
2026-07-04,/blog/launch,US,desktop,117,173,34.50,114.24
2026-07-04,/blog/launch,US,mobile,112,205,30.08,163.96
2026-07-04,/blog/launch,US,tablet,22,39,59.41,218.62
2026-07-04,/contact,FR,desktop,93,135,28.24,266.06
2026-07-04,/contact,FR,mobile,84,157,52.44,152.60
2026-07-04,/contact,FR,tablet,16,29,59.40,74.50
2026-07-04,/contact,EU,desktop,83,124,29.92,267.40
2026-07-04,/contact,EU,mobile,82,146,35.42,255.88
2026-07-04,/contact,EU,tablet,14,18,55.35,60.90
2026-07-04,/contact,UK,desktop,94,150,44.30,231.47
2026-07-04,/contact,UK,mobile,76,116,29.22,134.92
2026-07-04,/contact,UK,tablet,15,29,59.86,258.66
2026-07-04,/contact,US,desktop,80,155,53.86,110.23
2026-07-04,/contact,US,mobile,80,163,39.39,246.33
2026-07-04,/contact,US,tablet,15,24,59.50,106.52
2026-07-04,/signup,FR,desktop,137,281,31.54,264.89
2026-07-04,/signup,FR,mobile,124,219,32.43,283.27
2026-07-04,/signup,FR,tablet,22,30,51.27,131.28
2026-07-04,/signup,EU,desktop,114,211,41.38,168.46
2026-07-04,/signup,EU,mobile,118,223,43.04,228.10
2026-07-04,/signup,EU,tablet,23,28,60.72,84.27
2026-07-04,/signup,UK,desktop,146,222,39.15,68.16
2026-07-04,/signup,UK,mobile,119,225,31.27,246.44
2026-07-04,/signup,UK,tablet,26,43,45.46,254.82
2026-07-04,/signup,US,desktop,128,231,31.92,289.22
2026-07-04,/signup,US,mobile,114,210,33.79,68.52
2026-07-04,/signup,US,tablet,27,47,53.49,180.36
2026-07-05,/,FR,desktop,401,646,58.57,299.67
2026-07-05,/,FR,mobile,351,652,55.78,192.04
2026-07-05,/,FR,tablet,64,84,57.57,206.83
2026-07-05,/,EU,desktop,348,428,46.01,209.10
2026-07-05,/,EU,mobile,306,487,40.82,281.65
2026-07-05,/,EU,tablet,74,139,31.76,128.78
2026-07-05,/,UK,desktop,408,712,32.94,147.34
2026-07-05,/,UK,mobile,294,446,47.40,285.09
2026-07-05,/,UK,tablet,68,119,33.31,171.74
2026-07-05,/,US,desktop,357,470,51.90,123.95
2026-07-05,/,US,mobile,269,515,46.62,213.17
2026-07-05,/,US,tablet,76,122,42.45,122.17
2026-07-05,/pricing,FR,desktop,233,375,48.56,144.41
2026-07-05,/pricing,FR,mobile,174,326,41.01,203.40
2026-07-05,/pricing,FR,tablet,45,74,51.64,78.91
2026-07-05,/pricing,EU,desktop,204,260,35.70,259.34
2026-07-05,/pricing,EU,mobile,199,311,36.67,223.79
2026-07-05,/pricing,EU,tablet,38,60,58.20,193.60
2026-07-05,/pricing,UK,desktop,240,442,48.95,80.14
2026-07-05,/pricing,UK,mobile,200,377,28.58,111.47
2026-07-05,/pricing,UK,tablet,36,65,29.12,314.74
2026-07-05,/pricing,US,desktop,256,485,54.92,152.46
2026-07-05,/pricing,US,mobile,220,271,44.10,262.74
2026-07-05,/pricing,US,tablet,46,60,56.09,282.68
2026-07-05,/product,FR,desktop,241,430,37.22,196.89
2026-07-05,/product,FR,mobile,246,469,37.03,216.89
2026-07-05,/product,FR,tablet,49,93,60.31,264.91
2026-07-05,/product,EU,desktop,249,305,37.54,258.55
2026-07-05,/product,EU,mobile,226,428,41.36,258.70
2026-07-05,/product,EU,tablet,46,91,49.44,159.65
2026-07-05,/product,UK,desktop,260,515,53.77,129.53
2026-07-05,/product,UK,mobile,242,429,57.56,316.55
2026-07-05,/product,UK,tablet,47,76,40.06,259.89
2026-07-05,/product,US,desktop,259,366,56.03,182.23
2026-07-05,/product,US,mobile,187,379,42.85,224.04
2026-07-05,/product,US,tablet,50,81,56.25,60.20
2026-07-05,/docs,FR,desktop,164,264,48.11,137.33
2026-07-05,/docs,FR,mobile,149,221,40.56,316.29
2026-07-05,/docs,FR,tablet,25,38,58.61,82.44
2026-07-05,/docs,EU,desktop,159,205,40.91,91.79
2026-07-05,/docs,EU,mobile,124,226,28.92,241.10
2026-07-05,/docs,EU,tablet,32,44,58.45,262.39
2026-07-05,/docs,UK,desktop,158,305,53.94,310.87
2026-07-05,/docs,UK,mobile,140,272,32.85,145.49
2026-07-05,/docs,UK,tablet,25,39,56.43,277.25
2026-07-05,/docs,US,desktop,160,327,55.67,233.05
2026-07-05,/docs,US,mobile,141,172,49.86,86.27
2026-07-05,/docs,US,tablet,33,50,57.80,288.16
2026-07-05,/blog/launch,FR,desktop,105,183,33.12,263.89
2026-07-05,/blog/launch,FR,mobile,109,138,34.67,129.40
2026-07-05,/blog/launch,FR,tablet,20,35,48.20,199.54
2026-07-05,/blog/launch,EU,desktop,110,177,58.65,205.21
2026-07-05,/blog/launch,EU,mobile,110,176,39.38,167.10
2026-07-05,/blog/launch,EU,tablet,19,29,29.09,107.24
2026-07-05,/blog/launch,UK,desktop,123,169,51.49,139.35
2026-07-05,/blog/launch,UK,mobile,92,123,53.95,88.58
2026-07-05,/blog/launch,UK,tablet,22,28,57.50,71.53
2026-07-05,/blog/launch,US,desktop,115,138,28.10,154.85
2026-07-05,/blog/launch,US,mobile,101,161,55.31,231.62
2026-07-05,/blog/launch,US,tablet,21,37,50.97,230.92
2026-07-05,/contact,FR,desktop,96,126,48.49,295.75
2026-07-05,/contact,FR,mobile,84,139,32.69,229.82
2026-07-05,/contact,FR,tablet,19,39,36.49,187.02
2026-07-05,/contact,EU,desktop,87,117,28.83,73.89
2026-07-05,/contact,EU,mobile,71,144,44.61,184.31
2026-07-05,/contact,EU,tablet,17,26,45.50,174.21
2026-07-05,/contact,UK,desktop,99,162,59.36,159.15
2026-07-05,/contact,UK,mobile,71,114,36.01,282.94
2026-07-05,/contact,UK,tablet,16,30,57.68,281.32
2026-07-05,/contact,US,desktop,102,205,32.81,251.30
2026-07-05,/contact,US,mobile,67,112,30.26,222.10
2026-07-05,/contact,US,tablet,17,20,46.94,147.62
2026-07-05,/signup,FR,desktop,144,290,46.18,194.08
2026-07-05,/signup,FR,mobile,132,197,59.73,156.04
2026-07-05,/signup,FR,tablet,22,44,53.44,121.68
2026-07-05,/signup,EU,desktop,141,241,57.73,75.49
2026-07-05,/signup,EU,mobile,113,185,45.69,195.64
2026-07-05,/signup,EU,tablet,28,55,45.27,94.55
2026-07-05,/signup,UK,desktop,149,222,59.23,264.85
2026-07-05,/signup,UK,mobile,123,190,41.35,93.15
2026-07-05,/signup,UK,tablet,23,39,55.34,107.38
2026-07-05,/signup,US,desktop,119,201,41.17,81.34
2026-07-05,/signup,US,mobile,118,192,39.93,67.84
2026-07-05,/signup,US,tablet,28,35,30.56,138.79
2026-07-06,/,FR,desktop,465,684,47.89,169.16
2026-07-06,/,FR,mobile,409,547,45.11,201.38
2026-07-06,/,FR,tablet,84,112,53.19,165.00
2026-07-06,/,EU,desktop,552,686,28.38,217.25
2026-07-06,/,EU,mobile,381,658,43.16,235.17
2026-07-06,/,EU,tablet,92,160,33.38,267.98
2026-07-06,/,UK,desktop,528,915,43.34,197.30
2026-07-06,/,UK,mobile,396,737,61.57,85.84
2026-07-06,/,UK,tablet,81,169,36.44,76.17
2026-07-06,/,US,desktop,516,842,48.15,271.85
2026-07-06,/,US,mobile,493,675,44.39,282.35
2026-07-06,/,US,tablet,93,152,54.99,219.99
2026-07-06,/pricing,FR,desktop,331,482,51.90,96.61
2026-07-06,/pricing,FR,mobile,311,383,47.35,110.45
2026-07-06,/pricing,FR,tablet,62,110,30.12,267.49
2026-07-06,/pricing,EU,desktop,292,392,55.68,77.85
2026-07-06,/pricing,EU,mobile,285,460,59.07,307.97
2026-07-06,/pricing,EU,tablet,51,62,55.96,266.41
2026-07-06,/pricing,UK,desktop,310,396,47.81,230.04
2026-07-06,/pricing,UK,mobile,260,438,38.90,173.11
2026-07-06,/pricing,UK,tablet,68,123,47.98,229.71
2026-07-06,/pricing,US,desktop,331,509,47.49,267.85
2026-07-06,/pricing,US,mobile,254,450,45.08,166.73
2026-07-06,/pricing,US,tablet,52,64,56.25,198.61
2026-07-06,/product,FR,desktop,341,640,33.49,73.45
2026-07-06,/product,FR,mobile,292,597,46.32,200.72
2026-07-06,/product,FR,tablet,58,118,39.99,222.06
2026-07-06,/product,EU,desktop,365,472,41.77,260.08
2026-07-06,/product,EU,mobile,307,624,53.92,293.72
2026-07-06,/product,EU,tablet,61,103,51.39,215.81
2026-07-06,/product,UK,desktop,363,519,46.71,148.99
2026-07-06,/product,UK,mobile,271,553,35.70,235.21
2026-07-06,/product,UK,tablet,60,124,50.03,86.38
2026-07-06,/product,US,desktop,358,736,43.63,173.70
2026-07-06,/product,US,mobile,300,534,52.15,233.45
2026-07-06,/product,US,tablet,70,88,32.64,278.26
2026-07-06,/docs,FR,desktop,216,332,42.74,152.65
2026-07-06,/docs,FR,mobile,220,435,41.13,179.69
2026-07-06,/docs,FR,tablet,39,81,55.19,193.26
2026-07-06,/docs,EU,desktop,200,355,56.22,71.99
2026-07-06,/docs,EU,mobile,215,284,52.90,68.33
2026-07-06,/docs,EU,tablet,47,88,33.97,248.55
2026-07-06,/docs,UK,desktop,193,387,60.43,208.81
2026-07-06,/docs,UK,mobile,172,299,57.79,90.01
2026-07-06,/docs,UK,tablet,41,63,33.39,232.63
2026-07-06,/docs,US,desktop,238,467,31.27,113.92
2026-07-06,/docs,US,mobile,186,339,56.77,251.27
2026-07-06,/docs,US,tablet,38,79,38.12,317.65
2026-07-06,/blog/launch,FR,desktop,180,285,49.92,230.24
2026-07-06,/blog/launch,FR,mobile,148,308,41.68,243.46
2026-07-06,/blog/launch,FR,tablet,34,51,46.33,79.88
